path	baseline_sha256	final_sha256	disposition	unresolved	evidence
api/src/Modules/Announcements/Wallow.Announcements.Domain/Announcements/Entities/Announcement.cs	44121596ccd5061263f6017dcfb9abaf44b3a8c6d2f805ecfefc92263546a49f	44121596ccd5061263f6017dcfb9abaf44b3a8c6d2f805ecfefc92263546a49f	reviewed-and-already-useful		Read complete owning source and comment blocks; EF materialization reasons and generated inheritdoc retained.
api/src/Modules/Announcements/Wallow.Announcements.Domain/Announcements/Entities/AnnouncementDismissal.cs	60cacc856918a1d2817088302e12944f55387cb20380eb3a265ed98451576aeb	60cacc856918a1d2817088302e12944f55387cb20380eb3a265ed98451576aeb	reviewed-and-already-useful		Read complete owning source and comment blocks; EF materialization reasons and generated inheritdoc retained.
api/src/Modules/Announcements/Wallow.Announcements.Domain/Announcements/Enums/AnnouncementStatus.cs	67b558d8626d6ee6f2700fdbefee6e829480ba1b68fa9db15adec08153cb9534	67b558d8626d6ee6f2700fdbefee6e829480ba1b68fa9db15adec08153cb9534	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Domain/Announcements/Enums/AnnouncementTarget.cs	0be5116cc5bb6f734acf9a9065ba242c347c2a7a4b1e30145a326e24f1e156d6	5ded784b77fc8e0144cf2ec621a3e97a50a05f667d65424479d2839f07ff9e84	reviewed-and-rewritten		Read enum and MatchesTarget switch; retain numeric gap meaning, remove speculative billing promise.
api/src/Modules/Announcements/Wallow.Announcements.Domain/Announcements/Enums/AnnouncementType.cs	b625b93352846ede16528fbebd01e4ca5164faae3e1135b53093b6e0271b6ddd	b625b93352846ede16528fbebd01e4ca5164faae3e1135b53093b6e0271b6ddd	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Domain/Announcements/Identity/AnnouncementDismissalId.cs	d213b8b501b17c5ac6c7dcf8f9a173c303322dd22495067b4c738c59776dfd67	d213b8b501b17c5ac6c7dcf8f9a173c303322dd22495067b4c738c59776dfd67	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Domain/Announcements/Identity/AnnouncementId.cs	0846d63ef1969907cd536b06e4c76af4c72da4560c8359085c0f29adc4fc667b	0846d63ef1969907cd536b06e4c76af4c72da4560c8359085c0f29adc4fc667b	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Domain/Changelogs/Entities/ChangelogEntry.cs	672534ca6158393086dea5f6617c9b450579c5a5de3c87a5380af4625cb6b1bb	672534ca6158393086dea5f6617c9b450579c5a5de3c87a5380af4625cb6b1bb	reviewed-and-already-useful		Read complete owning source and comment blocks; EF materialization reasons and generated inheritdoc retained.
api/src/Modules/Announcements/Wallow.Announcements.Domain/Changelogs/Entities/ChangelogItem.cs	c3c2c9c970a861108f6a8c430d270c180b9dc064f1400c6e5590b2f6c68c2e49	c3c2c9c970a861108f6a8c430d270c180b9dc064f1400c6e5590b2f6c68c2e49	reviewed-and-already-useful		Read complete owning source and comment blocks; EF materialization reasons and generated inheritdoc retained.
api/src/Modules/Announcements/Wallow.Announcements.Domain/Changelogs/Enums/ChangeType.cs	b6ee0e9dcf51b8b617b4312b5a5fa8c19d9d127aeadf60444ebf7163e6f2863a	b6ee0e9dcf51b8b617b4312b5a5fa8c19d9d127aeadf60444ebf7163e6f2863a	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Domain/Changelogs/Identity/ChangelogEntryId.cs	981a270cdbbe207c7bbd38f8f7890903f242a8327309e4fc25ed46183b1324ce	981a270cdbbe207c7bbd38f8f7890903f242a8327309e4fc25ed46183b1324ce	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Domain/Changelogs/Identity/ChangelogItemId.cs	1a0ef7655e0c082d603f114590a463a73230c2d7e21f623bf52e8b8216c0e5d6	1a0ef7655e0c082d603f114590a463a73230c2d7e21f623bf52e8b8216c0e5d6	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Domain/Errors/AnnouncementsErrors.cs	a4acbdc648c12cf67d34e24e2f575ad5cce575caf21265c56ee0e5514557dd6c	a4acbdc648c12cf67d34e24e2f575ad5cce575caf21265c56ee0e5514557dd6c	reviewed-and-already-useful		Read catalog and AddAnnouncementsModule registration; concise ownership reference retained.
api/src/Modules/Announcements/Wallow.Announcements.Domain/Wallow.Announcements.Domain.csproj	ee7b0bfaefbe57bfe2c400844fddba12fc5b36b970b768ead87f42b74f375e54	ee7b0bfaefbe57bfe2c400844fddba12fc5b36b970b768ead87f42b74f375e54	verified-no-comments		Parsed XML comments and read owning build/configuration entries; non-comment XML elements, attributes and values match baseline.
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Extensions/AnnouncementsModuleExtensions.cs	3d5291a32f7916ab06369ee2307436c99882a125eb9b33d8c5942fd59e0c501c	68439ae4cb67dd9ba3a036168e3368c620ce758194c0222598a13cc9bcb45612	reviewed-and-rewritten		Read registration method; removed labels that repeat registered interface names.
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Migrations/20260329204613_InitialCreate.Designer.cs	750da668ac799a133565a66f850fe2b38af61d58595a79844625e11a4e0f8e88	750da668ac799a133565a66f850fe2b38af61d58595a79844625e11a4e0f8e88	generated-preserved		EF generated marker and all comment trivia inspected; only generated marker/inheritdoc; complete file hash unchanged.
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Migrations/20260329204613_InitialCreate.cs	8a1dbb85254cd7ff53fb30aa2b1d004e81bdc891b24f28597d7767e2ce46565f	8a1dbb85254cd7ff53fb30aa2b1d004e81bdc891b24f28597d7767e2ce46565f	reviewed-and-already-useful		Read complete owning source and comment blocks; EF materialization reasons and generated inheritdoc retained.
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Migrations/AnnouncementsDbContextModelSnapshot.cs	8969f3786553d46c0f349c1b23d8bc5a32e729b0edf95fb47d5e1555e74de83b	8969f3786553d46c0f349c1b23d8bc5a32e729b0edf95fb47d5e1555e74de83b	generated-preserved		EF generated marker and all comment trivia inspected; only generated marker/inheritdoc; complete file hash unchanged.
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Modules/AnnouncementsModule.cs	c1ce9cc678dedd8f8c05374c16a3637bd92191ff8128d279ba5bb7f073d0b35b	9ce99f7da9fa350b853a9a9afc9a2951665b26d8da625a5b81591188be5f6f68	reviewed-and-rewritten		Read SchemaName, DbContext and infrastructure registration references; preserved shared constant and module isolation reason.
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/AnnouncementsDbContext.cs	608cfbf567e296e8e94a2967f146e582c0ddc4591c5d77f4246eb338815f8451	608cfbf567e296e8e94a2967f146e582c0ddc4591c5d77f4246eb338815f8451	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/AnnouncementsDbContextFactory.cs	d99224f8ed1e5bf20dac7c77b1fcd2af2ab780ee876820cffe23418d0f506468	cd6ea6c0af0c2241a696c5f64662af38e730cc02b1e7bf60ab31b982333819c7	reviewed-and-rewritten		Read design-time factory and interface; one sentence suffices.
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/Configurations/AnnouncementConfiguration.cs	b0a73d4609fdc4bc1f3f199a951eaece3ba4f4a4ac514b950085f5dbe35fba02	b0a73d4609fdc4bc1f3f199a951eaece3ba4f4a4ac514b950085f5dbe35fba02	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/Configurations/AnnouncementDismissalConfiguration.cs	7698fb4f3cee4b666255f5d086e1d20ff968fc4daa4e83b99d5fc6f6daad5d00	7698fb4f3cee4b666255f5d086e1d20ff968fc4daa4e83b99d5fc6f6daad5d00	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/Configurations/ChangelogEntryConfiguration.cs	c4921496938e98039fbd62ba3025f96d4a539684647feacf0f2869b5a49c03c7	c4921496938e98039fbd62ba3025f96d4a539684647feacf0f2869b5a49c03c7	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/Configurations/ChangelogItemConfiguration.cs	a354050f681063a61fc4886f7c43724066f942922c5b83763de2fcf678c04392	a354050f681063a61fc4886f7c43724066f942922c5b83763de2fcf678c04392	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/Repositories/AnnouncementDismissalRepository.cs	ace0197a82eba52bf3dbf339c5240dcdfbb76799a164d2ef4b52f9fafbb24fb1	ace0197a82eba52bf3dbf339c5240dcdfbb76799a164d2ef4b52f9fafbb24fb1	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/Repositories/AnnouncementRepository.cs	77af004ee33398e0015dad899aa22891bc9e5ddbc25229a0396d1c8cb693a41e	77af004ee33398e0015dad899aa22891bc9e5ddbc25229a0396d1c8cb693a41e	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Persistence/Repositories/ChangelogRepository.cs	9b911cdf62608d97ae15a5aae463fcadb0a81d6aff4a68b1618510de1f9379fd	9b911cdf62608d97ae15a5aae463fcadb0a81d6aff4a68b1618510de1f9379fd	verified-no-comments		Roslyn C# trivia scan
api/src/Modules/Announcements/Wallow.Announcements.Infrastructure/Wallow.Announcements.Infrastructure.csproj	7afc5badd3686015eb7d007790a753a65b070fbc681faef5a9cd4bb6717ae59a	7afc5badd3686015eb7d007790a753a65b070fbc681faef5a9cd4bb6717ae59a	verified-no-comments		Parsed XML comments and read owning build/configuration entries; non-comment XML elements, attributes and values match baseline.
api/src/Modules/ApiKeys/CLAUDE.md	9a59039df8439e7c841ba1319827b76057356bb318d19119c0ff64022bf57ef1	9a59039df8439e7c841ba1319827b76057356bb318d19119c0ff64022bf57ef1	non-code		Standalone guide prose retained. Reviewed every parsed code fence and embedded comment against module layout, AppHost.Program, package.json and scripts/run-tests.sh; non-comment content unchanged.
api/src/Modules/ApiKeys/README.md	fb6fbdd6cd339c1be962a8db3133e75e3477c5f15cd44e3e8a587252b83cf303	fb6fbdd6cd339c1be962a8db3133e75e3477c5f15cd44e3e8a587252b83cf303	reviewed-and-already-useful		Standalone guide prose retained. Reviewed every parsed code fence and embedded comment against module layout, AppHost.Program, package.json and scripts/run-tests.sh; non-comment content unchanged.
api/src/Modules/ApiKeys/Wallow.ApiKeys.Api/Contracts/Requests/CreateApiKeyRequest.cs	edfb1e7d4d04e0e1f1e14671003b648be1816a2cdbcbc87344fc21ade5bef015	f45453dd860b81cd703796b681eadc87350cf426c701a377b2c12392d076cb7a	reviewed-and-rewritten		Read request fields; summary repeats type name.
api/src/Modules/ApiKeys/Wallow.ApiKeys.Api/Contracts/Responses/ApiKeyResponse.cs	4b4368e30b400d547b2079d00672ddfcbd84aacdbafe1433f0fb48d34eb268c3	03eec7b7c4abbd265a7b837a4546336442bb1bb2953e4e08b6b7cec01e283a82	reviewed-and-rewritten		Read response records and controller mapping; retain distinction between metadata and one-time secret.
api/src/Modules/ApiKeys/Wallow.ApiKeys.Api/Controllers/ApiKeysController.cs	70591fc70ab870d1b10f09731724e925ba9899c0ea91a4d0721f956016e7e2df	f47e23cd54889e6b447319c0a78f0ea7d513a741c5a8405f916d1acb71f43117	reviewed-and-rewritten		Read all actions and RedisApiKeyService; preserved example JSON unchanged, one-time secret and user/tenant scope; removed unsupported in-flight cancellation guarantee.
api/src/Modules/ApiKeys/Wallow.ApiKeys.Api/Wallow.ApiKeys.Api.csproj	27eda2146c0d63e5d4974b33a940f01e750418f4d981be23909e88ca1a3066b0	27eda2146c0d63e5d4974b33a940f01e750418f4d981be23909e88ca1a3066b0	verified-no-comments		Parsed XML comments and read owning build/configuration entries; non-comment XML elements, attributes and values match baseline.
api/src/Modules/ApiKeys/Wallow.ApiKeys.Application/Interfaces/IApiKeyRepository.cs	694da9fce008c816b20acb2260163adb205edfdedc9a5b5ac7488153ea2b7b48	023ffac8fd549eeddc51ef8b85e901160097629f295f17b57af71c83da0a3edd	reviewed-and-rewritten		Read ApiKeyRepository GetByIdAsync/UseTenant and ApiKeysDbContext.ApplyTenantQueryFilters; corrected false across-all-tenants lookup claim; caller ownership remains required.
api/src/Modules/ApiKeys/Wallow.ApiKeys.Application/Wallow.ApiKeys.Application.csproj	e891738f2eebda4549e21793177c6477a4c2b0d30e19a990d096b8f61ef8ce59	e891738f2eebda4549e21793177c6477a4c2b0d30e19a990d096b8f61ef8ce59	verified-no-comments		Parsed XML comments and read owning build/configuration entries; non-comment XML elements, attributes and values match baseline.
